5.2,0.001,0.4433
5.2,0.0010081,0.43763
5.2,0.0010162,0.43203
5.2,0.0010242,0.42648
5.2,0.0010323,0.42098
5.2,0.0010404,0.41554
5.2,0.0010485,0.41015
5.2,0.0010566,0.40481
5.2,0.0010646,0.39953
5.2,0.0010727,0.3943
5.2,0.0010808,0.38912
5.2,0.0010889,0.38399
5.2,0.001097,0.37892
5.2,0.0011051,0.3739
5.2,0.0011131,0.36893
5.2,0.0011212,0.36401
5.2,0.0011293,0.35914
5.2,0.0011374,0.35433
5.2,0.0011455,0.34956
5.2,0.0011535,0.34485
5.2,0.0011616,0.34019
5.2,0.0011697,0.33558
5.2,0.0011778,0.33102
5.2,0.0011859,0.32651
5.2,0.0011939,0.32206
5.2,0.001202,0.31765
5.2,0.0012101,0.3133
5.2,0.0012182,0.309
5.2,0.0012263,0.30475
5.2,0.0012343,0.30056
5.2,0.0012424,0.29641
5.2,0.0012505,0.29232
5.2,0.0012586,0.28829
5.2,0.0012667,0.2843
5.2,0.0012747,0.28037
5.2,0.0012828,0.2765
5.2,0.0012909,0.27268
5.2,0.001299,0.26891
5.2,0.0013071,0.2652
5.2,0.0013152,0.26155
5.2,0.0013232,0.25796
5.2,0.0013313,0.25442
5.2,0.0013394,0.25094
5.2,0.0013475,0.24752
5.2,0.0013556,0.24415
5.2,0.0013636,0.24085
5.2,0.0013717,0.23761
5.2,0.0013798,0.23443
5.2,0.0013879,0.23132
5.2,0.001396,0.22826
5.2,0.001404,0.22527
5.2,0.0014121,0.22235
5.2,0.0014202,0.21949
5.2,0.0014283,0.2167
5.2,0.0014364,0.21398
5.2,0.0014444,0.21133
5.2,0.0014525,0.20874
5.2,0.0014606,0.20623
5.2,0.0014687,0.20379
5.2,0.0014768,0.20142
5.2,0.0014848,0.19912
5.2,0.0014929,0.1969
5.2,0.001501,0.19476
5.2,0.0015091,0.19269
5.2,0.0015172,0.19071
5.2,0.0015253,0.18879
5.2,0.0015333,0.18696
5.2,0.0015414,0.18521
5.2,0.0015495,0.18354
5.2,0.0015576,0.18196
5.2,0.0015657,0.18045
5.2,0.0015737,0.17903
5.2,0.0015818,0.1777
5.2,0.0015899,0.17644
5.2,0.001598,0.17527
5.2,0.0016061,0.17419
5.2,0.0016141,0.17319
5.2,0.0016222,0.17228
5.2,0.0016303,0.17146
5.2,0.0016384,0.17071
5.2,0.0016465,0.17006
5.2,0.0016545,0.16949
5.2,0.0016626,0.169
5.2,0.0016707,0.1686
5.2,0.0016788,0.16828
5.2,0.0016869,0.16804
5.2,0.0016949,0.16789
5.2,0.001703,0.16781
5.2,0.0017111,0.16782
5.2,0.0017192,0.1679
5.2,0.0017273,0.16807
5.2,0.0017354,0.1683
5.2,0.0017434,0.16862
5.2,0.0017515,0.169
5.2,0.0017596,0.16946
